OBJECTID *	Shape *	GPS_Date	GPS_Time	Feat_Name	GNSS_Heigh	Northing	Easting	Point_ID
3703	Point ZM	23/02/2017	01:17:46pm	PosnPnt	573.148	5234648.851	1498925.757	3703
3704	Point ZM	23/02/2017	01:17:47pm	PosnPnt	573.118	5234650.088	1498925.315	3704
3705	Point ZM	23/02/2017	01:17:48pm	PosnPnt	573.068	5234651.414	1498924.798	3705
3706	Point ZM	23/02/2017	01:17:49pm	PosnPnt	573.208	5234652.861	1498924.288	3706
3707	Point ZM	23/02/2017	01:17:50pm	PosnPnt	573.348	5234654.222	1498923.909	3707
3708	Point ZM	23/02/2017	01:17:51pm	PosnPnt	573.368	5234655.581	1498923.457	3708
3709	Point ZM	23/02/2017	01:17:52pm	PosnPnt	573.428	5234656.906	1498922.859	3709
3710	Point ZM	23/02/2017	01:17:53pm	PosnPnt	573.418	5234658.085	1498922.223	3710
3711	Point ZM	23/02/2017	01:17:54pm	PosnPnt	573.428	5234659.32	1498921.642	3711
3712	Point ZM	23/02/2017	01:17:55pm	PosnPnt	573.477	5234660.646	1498921.15	3712
3713	Point ZM	23/02/2017	01:17:56pm	PosnPnt	573.527	5234661.972	1498920.731	3713
3714	Point ZM	23/02/2017	01:17:57pm	PosnPnt	573.497	5234663.178	1498920.395	3714
3715	Point ZM	23/02/2017	01:17:58pm	PosnPnt	573.467	5234663.991	1498920.514	3715
3716	Point ZM	23/02/2017	01:17:59pm	PosnPnt	573.537	5234664.349	1498921.429	3716
3717	Point ZM	23/02/2017	01:18:00pm	PosnPnt	573.667	5234664.514	1498922.845	3717
3718	Point ZM	23/02/2017	01:18:01pm	PosnPnt	573.927	5234664.791	1498924.291	3718
3719	Point ZM	23/02/2017	01:18:02pm	PosnPnt	574.168	5234665.121	1498925.582	3719
3720	Point ZM	23/02/2017	01:18:03pm	PosnPnt	574.048	5234665.115	1498926.665	3720
3721	Point ZM	23/02/2017	01:18:04pm	PosnPnt	574.148	5234664.897	1498927.712	3721
3722	Point ZM	23/02/2017	01:18:05pm	PosnPnt	574.298	5234664.289	1498928.674	3722
3723	Point ZM	23/02/2017	01:18:06pm	PosnPnt	574.348	5234663.346	1498929.511	3723
3724	Point ZM	23/02/2017	01:18:07pm	PosnPnt	574.418	5234662.324	1498930.259	3724
3725	Point ZM	23/02/2017	01:18:08pm	PosnPnt	574.428	5234661.345	1498930.909	3725
3726	Point ZM	23/02/2017	01:18:09pm	PosnPnt	574.358	5234660.298	1498931.454	3726
3727	Point ZM	23/02/2017	01:18:10pm	PosnPnt	574.308	5234659.205	1498931.927	3727
3728	Point ZM	23/02/2017	01:18:11pm	PosnPnt	574.108	5234658.09	1498932.375	3728
3729	Point ZM	23/02/2017	01:18:12pm	PosnPnt	574.158	5234656.965	1498932.881	3729
3730	Point ZM	23/02/2017	01:18:13pm	PosnPnt	574.128	5234655.805	1498933.322	3730
3731	Point ZM	23/02/2017	01:18:14pm	PosnPnt	574.158	5234654.679	1498933.795	3731
3732	Point ZM	23/02/2017	01:18:15pm	PosnPnt	574.398	5234653.587	1498934.308	3732
3733	Point ZM	23/02/2017	01:18:16pm	PosnPnt	574.508	5234652.426	1498934.675	3733
3734	Point ZM	23/02/2017	01:18:17pm	PosnPnt	574.618	5234651.2	1498935.166	3734
3735	Point ZM	23/02/2017	01:18:18pm	PosnPnt	574.618	5234650.108	1498935.671	3735
3736	Point ZM	23/02/2017	01:18:19pm	PosnPnt	574.638	5234648.971	1498936.136	3736
3737	Point ZM	23/02/2017	01:18:20pm	PosnPnt	574.638	5234647.947	1498936.77	3737
3738	Point ZM	23/02/2017	01:18:21pm	PosnPnt	574.658	5234646.867	1498937.308	3738
3739	Point ZM	23/02/2017	01:18:22pm	PosnPnt	574.648	5234645.684	1498937.725	3739
3740	Point ZM	23/02/2017	01:18:23pm	PosnPnt	574.658	5234644.557	1498938.108	3740
3741	Point ZM	23/02/2017	01:18:24pm	PosnPnt	574.788	5234643.442	1498938.54	3741
3742	Point ZM	23/02/2017	01:18:25pm	PosnPnt	574.868	5234642.382	1498939.012	3742
3743	Point ZM	23/02/2017	01:18:26pm	PosnPnt	574.888	5234641.355	1498939.394	3743
3744	Point ZM	23/02/2017	01:18:27pm	PosnPnt	574.848	5234640.204	1498939.672	3744
3745	Point ZM	23/02/2017	01:18:28pm	PosnPnt	574.898	5234639.031	1498940.007	3745
3746	Point ZM	23/02/2017	01:18:29pm	PosnPnt	574.888	5234637.927	1498940.455	3746
3747	Point ZM	23/02/2017	01:18:30pm	PosnPnt	574.888	5234636.835	1498940.968	3747
3748	Point ZM	23/02/2017	01:18:31pm	PosnPnt	574.798	5234635.641	1498941.303	3748
3749	Point ZM	23/02/2017	01:18:32pm	PosnPnt	574.748	5234634.212	1498941.61	3749
3750	Point ZM	23/02/2017	01:18:33pm	PosnPnt	574.818	5234632.985	1498941.962	3750
3751	Point ZM	23/02/2017	01:18:34pm	PosnPnt	574.668	5234632.124	1498942.358	3751
3752	Point ZM	23/02/2017	01:18:35pm	PosnPnt	574.628	5234631.176	1498942.82	3752
3753	Point ZM	23/02/2017	01:18:36pm	PosnPnt	574.558	5234630.193	1498943.234	3753
3754	Point ZM	23/02/2017	01:18:37pm	PosnPnt	574.488	5234629.055	1498943.666	3754
3755	Point ZM	23/02/2017	01:18:38pm	PosnPnt	574.588	5234627.963	1498944.147	3755
3756	Point ZM	23/02/2017	01:18:39pm	PosnPnt	574.558	5234627.047	1498944.584	3756
3757	Point ZM	23/02/2017	01:18:40pm	PosnPnt	574.658	5234626.02	1498944.966	3757
3758	Point ZM	23/02/2017	01:18:41pm	PosnPnt	574.718	5234624.983	1498945.454	3758
3759	Point ZM	23/02/2017	01:18:42pm	PosnPnt	574.758	5234623.925	1498945.974	3759
3760	Point ZM	23/02/2017	01:18:43pm	PosnPnt	574.808	5234622.877	1498946.479	3760
3761	Point ZM	23/02/2017	01:18:44pm	PosnPnt	574.798	5234621.885	1498947.015	3761
3762	Point ZM	23/02/2017	01:18:45pm	PosnPnt	574.718	5234620.87	1498947.502	3762
3763	Point ZM	23/02/2017	01:18:46pm	PosnPnt	574.728	5234619.822	1498947.942	3763
3764	Point ZM	23/02/2017	01:18:47pm	PosnPnt	574.708	5234618.774	1498948.462	3764
3765	Point ZM	23/02/2017	01:18:48pm	PosnPnt	574.718	5234617.715	1498948.918	3765
3766	Point ZM	23/02/2017	01:18:49pm	PosnPnt	574.698	5234616.799	1498949.339	3766
3767	Point ZM	23/02/2017	01:18:50pm	PosnPnt	574.648	5234615.862	1498949.825	3767
3768	Point ZM	23/02/2017	01:18:51pm	PosnPnt	574.688	5234614.78	1498950.249	3768
3769	Point ZM	23/02/2017	01:18:52pm	PosnPnt	574.689	5234613.663	1498950.624	3769
3770	Point ZM	23/02/2017	01:18:53pm	PosnPnt	574.609	5234612.524	1498950.975	3770
3771	Point ZM	23/02/2017	01:18:54pm	PosnPnt	574.549	5234611.43	1498951.309	3771
3772	Point ZM	23/02/2017	01:18:55pm	PosnPnt	574.619	5234610.25	1498951.872	3772
3773	Point ZM	23/02/2017	01:18:56pm	PosnPnt	574.699	5234609.05	1498952.631	3773
3774	Point ZM	23/02/2017	01:18:57pm	PosnPnt	574.779	5234607.894	1498953.341	3774
3775	Point ZM	23/02/2017	01:18:58pm	PosnPnt	574.929	5234606.66	1498953.995	3775
3776	Point ZM	23/02/2017	01:18:59pm	PosnPnt	574.919	5234605.536	1498954.59	3776
3777	Point ZM	23/02/2017	01:19:00pm	PosnPnt	574.869	5234604.51	1498955.11	3777
3778	Point ZM	23/02/2017	01:19:01pm	PosnPnt	574.819	5234603.417	1498955.534	3778
3779	Point ZM	23/02/2017	01:19:02pm	PosnPnt	574.709	5234602.246	1498955.991	3779
3780	Point ZM	23/02/2017	01:19:03pm	PosnPnt	574.659	5234601.11	1498956.513	3780
3781	Point ZM	23/02/2017	01:19:04pm	PosnPnt	574.619	5234600.085	1498957.025	3781
3782	Point ZM	23/02/2017	01:19:05pm	PosnPnt	574.649	5234599.056	1498957.293	3782
3783	Point ZM	23/02/2017	01:19:06pm	PosnPnt	574.659	5234598.016	1498957.626	3783
3784	Point ZM	23/02/2017	01:19:07pm	PosnPnt	574.639	5234596.991	1498958.155	3784
3785	Point ZM	23/02/2017	01:19:08pm	PosnPnt	574.769	5234595.753	1498958.531	3785
3786	Point ZM	23/02/2017	01:19:09pm	PosnPnt	574.729	5234594.77	1498958.929	3786
3787	Point ZM	23/02/2017	01:19:10pm	PosnPnt	574.809	5234593.887	1498959.309	3787
3788	Point ZM	23/02/2017	01:19:11pm	PosnPnt	574.929	5234593.533	1498959.42	3788
3789	Point ZM	23/02/2017	01:19:12pm	PosnPnt	574.949	5234593.851	1498959.863	3789
3790	Point ZM	23/02/2017	01:19:13pm	PosnPnt	575.079	5234594.495	1498960.587	3790
3791	Point ZM	23/02/2017	01:19:14pm	PosnPnt	575.159	5234595.272	1498961.301	3791
3792	Point ZM	23/02/2017	01:19:15pm	PosnPnt	575.279	5234595.939	1498962.138	3792
3793	Point ZM	23/02/2017	01:19:16pm	PosnPnt	575.439	5234596.486	1498963.059	3793
3794	Point ZM	23/02/2017	01:19:17pm	PosnPnt	575.429	5234597.001	1498964.086	3794
3795	Point ZM	23/02/2017	01:19:18pm	PosnPnt	575.439	5234597.681	1498964.981	3795
3796	Point ZM	23/02/2017	01:19:19pm	PosnPnt	575.369	5234598.212	1498965.6	3796
3797	Point ZM	23/02/2017	01:19:20pm	PosnPnt	575.359	5234598.853	1498966.112	3797
3798	Point ZM	23/02/2017	01:19:21pm	PosnPnt	575.409	5234599.919	1498966.145	3798
3799	Point ZM	23/02/2017	01:19:22pm	PosnPnt	575.619	5234601.336	1498965.79	3799
3800	Point ZM	23/02/2017	01:19:23pm	PosnPnt	575.779	5234602.786	1498965.419	3800
3801	Point ZM	23/02/2017	01:19:24pm	PosnPnt	575.999	5234604.235	1498965.022	3801
3802	Point ZM	23/02/2017	01:19:25pm	PosnPnt	576.259	5234605.583	1498964.554	3802
3803	Point ZM	23/02/2017	01:19:26pm	PosnPnt	576.439	5234606.887	1498964.111	3803
3804	Point ZM	23/02/2017	01:19:27pm	PosnPnt	576.619	5234608.179	1498963.563	3804
3805	Point ZM	23/02/2017	01:19:28pm	PosnPnt	576.729	5234609.38	1498962.942	3805
3806	Point ZM	23/02/2017	01:19:29pm	PosnPnt	576.849	5234610.639	1498962.418	3806
3807	Point ZM	23/02/2017	01:19:30pm	PosnPnt	576.959	5234611.953	1498961.894	3807
3808	Point ZM	23/02/2017	01:19:31pm	PosnPnt	577.019	5234613.176	1498961.256	3808
3809	Point ZM	23/02/2017	01:19:32pm	PosnPnt	577.129	5234614.344	1498960.612	3809
3810	Point ZM	23/02/2017	01:19:33pm	PosnPnt	577.259	5234615.515	1498960.171	3810
3811	Point ZM	23/02/2017	01:19:34pm	PosnPnt	577.219	5234616.63	1498959.69	3811
3812	Point ZM	23/02/2017	01:19:35pm	PosnPnt	577.179	5234617.777	1498959.159	3812
3813	Point ZM	23/02/2017	01:19:36pm	PosnPnt	577.189	5234618.923	1498958.523	3813
3814	Point ZM	23/02/2017	01:19:37pm	PosnPnt	577.179	5234620.135	1498957.894	3814
3815	Point ZM	23/02/2017	01:19:38pm	PosnPnt	577.139	5234621.317	1498957.396	3815
3816	Point ZM	23/02/2017	01:19:39pm	PosnPnt	577.139	5234622.442	1498956.923	3816
3817	Point ZM	23/02/2017	01:19:40pm	PosnPnt	577.208	5234623.624	1498956.474	3817
3818	Point ZM	23/02/2017	01:19:41pm	PosnPnt	577.238	5234624.805	1498955.918	3818
3819	Point ZM	23/02/2017	01:19:42pm	PosnPnt	577.268	5234625.984	1498955.323	3819
3820	Point ZM	23/02/2017	01:19:43pm	PosnPnt	577.298	5234627.199	1498954.848	3820
3821	Point ZM	23/02/2017	01:19:44pm	PosnPnt	577.338	5234628.392	1498954.366	3821
3822	Point ZM	23/02/2017	01:19:45pm	PosnPnt	577.298	5234629.516	1498953.812	3822
3823	Point ZM	23/02/2017	01:19:46pm	PosnPnt	577.258	5234630.618	1498953.16	3823
3824	Point ZM	23/02/2017	01:19:47pm	PosnPnt	577.198	5234631.671	1498952.273	3824
3825	Point ZM	23/02/2017	01:19:48pm	PosnPnt	577.178	5234632.771	1498951.547	3825
3826	Point ZM	23/02/2017	01:19:49pm	PosnPnt	577.178	5234633.93	1498951.098	3826
3827	Point ZM	23/02/2017	01:19:50pm	PosnPnt	577.178	5234635.035	1498950.658	3827
3828	Point ZM	23/02/2017	01:19:51pm	PosnPnt	577.098	5234635.875	1498950.418	3828
3829	Point ZM	23/02/2017	01:19:52pm	PosnPnt	577.068	5234636.186	1498950.389	3829
3830	Point ZM	23/02/2017	01:19:53pm	PosnPnt	576.958	5234636.13	1498950.381	3830
3831	Point ZM	23/02/2017	01:19:54pm	PosnPnt	576.998	5234636.163	1498950.373	3831
3832	Point ZM	23/02/2017	01:19:55pm	PosnPnt	576.958	5234636.129	1498950.324	3832
3833	Point ZM	23/02/2017	01:19:56pm	PosnPnt	576.918	5234636.096	1498950.325	3833
3834	Point ZM	23/02/2017	01:19:57pm	PosnPnt	576.868	5234636.162	1498950.251	3834
3835	Point ZM	23/02/2017	01:19:58pm	PosnPnt	576.898	5234636.624	1498949.942	3835
3836	Point ZM	23/02/2017	01:19:59pm	PosnPnt	576.978	5234637.482	1498949.408	3836
3837	Point ZM	23/02/2017	01:20:00pm	PosnPnt	577.028	5234638.595	1498948.789	3837
3838	Point ZM	23/02/2017	01:20:01pm	PosnPnt	577.228	5234639.807	1498948.111	3838
3839	Point ZM	23/02/2017	01:20:02pm	PosnPnt	577.298	5234640.974	1498947.45	3839
3840	Point ZM	23/02/2017	01:20:03pm	PosnPnt	577.368	5234642.31	1498946.876	3840
3841	Point ZM	23/02/2017	01:20:04pm	PosnPnt	577.418	5234643.668	1498946.334	3841
3842	Point ZM	23/02/2017	01:20:05pm	PosnPnt	577.448	5234644.937	1498945.745	3842
3843	Point ZM	23/02/2017	01:20:06pm	PosnPnt	577.418	5234646.148	1498945.059	3843
3844	Point ZM	23/02/2017	01:20:07pm	PosnPnt	577.398	5234647.35	1498944.43	3844
3845	Point ZM	23/02/2017	01:20:08pm	PosnPnt	577.348	5234648.575	1498943.932	3845
3846	Point ZM	23/02/2017	01:20:09pm	PosnPnt	577.378	5234649.913	1498943.537	3846
3847	Point ZM	23/02/2017	01:20:10pm	PosnPnt	577.358	5234651.194	1498943.013	3847
3848	Point ZM	23/02/2017	01:20:11pm	PosnPnt	577.258	5234652.385	1498942.4	3848
3849	Point ZM	23/02/2017	01:20:12pm	PosnPnt	577.248	5234653.488	1498941.895	3849
3850	Point ZM	23/02/2017	01:20:13pm	PosnPnt	577.248	5234654.569	1498941.366	3850
3851	Point ZM	23/02/2017	01:20:14pm	PosnPnt	577.248	5234655.705	1498940.828	3851
3852	Point ZM	23/02/2017	01:20:15pm	PosnPnt	577.178	5234656.81	1498940.453	3852
3853	Point ZM	23/02/2017	01:20:16pm	PosnPnt	577.208	5234657.96	1498940.118	3853
3854	Point ZM	23/02/2017	01:20:17pm	PosnPnt	577.188	5234659.097	1498939.637	3854
3855	Point ZM	23/02/2017	01:20:18pm	PosnPnt	577.188	5234660.233	1498939.098	3855
3856	Point ZM	23/02/2017	01:20:19pm	PosnPnt	577.208	5234661.394	1498938.715	3856
3857	Point ZM	23/02/2017	01:20:20pm	PosnPnt	577.158	5234662.545	1498938.412	3857
3858	Point ZM	23/02/2017	01:20:21pm	PosnPnt	577.158	5234663.683	1498938.013	3858
3859	Point ZM	23/02/2017	01:20:22pm	PosnPnt	577.138	5234664.798	1498937.581	3859
3860	Point ZM	23/02/2017	01:20:23pm	PosnPnt	577.098	5234665.971	1498937.262	3860
3861	Point ZM	23/02/2017	01:20:24pm	PosnPnt	577.118	5234667.023	1498937.043	3861
3862	Point ZM	23/02/2017	01:20:25pm	PosnPnt	577.028	5234667.899	1498936.948	3862
3863	Point ZM	23/02/2017	01:20:26pm	PosnPnt	576.948	5234668.779	1498937.114	3863
3864	Point ZM	23/02/2017	01:20:27pm	PosnPnt	576.878	5234669.574	1498937.567	3864
3865	Point ZM	23/02/2017	01:20:28pm	PosnPnt	576.888	5234670.452	1498938.304	3865
3866	Point ZM	23/02/2017	01:20:29pm	PosnPnt	576.978	5234671.133	1498939.312	3866
3867	Point ZM	23/02/2017	01:20:30pm	PosnPnt	577.028	5234671.206	1498940.501	3867
3868	Point ZM	23/02/2017	01:20:31pm	PosnPnt	576.978	5234670.801	1498941.631	3868
3869	Point ZM	23/02/2017	01:20:32pm	PosnPnt	576.908	5234670.045	1498942.327	3869
3870	Point ZM	23/02/2017	01:20:33pm	PosnPnt	576.868	5234668.871	1498942.597	3870
3871	Point ZM	23/02/2017	01:20:34pm	PosnPnt	576.748	5234667.555	1498942.999	3871
3872	Point ZM	23/02/2017	01:20:35pm	PosnPnt	576.658	5234666.309	1498943.604	3872
3873	Point ZM	23/02/2017	01:20:36pm	PosnPnt	576.558	5234665.152	1498944.2	3873
3874	Point ZM	23/02/2017	01:20:37pm	PosnPnt	576.508	5234664.051	1498944.852	3874
3875	Point ZM	23/02/2017	01:20:38pm	PosnPnt	576.438	5234662.96	1498945.471	3875
3876	Point ZM	23/02/2017	01:20:39pm	PosnPnt	576.368	5234661.891	1498946.041	3876
3877	Point ZM	23/02/2017	01:20:40pm	PosnPnt	576.348	5234660.765	1498946.538	3877
3878	Point ZM	23/02/2017	01:20:41pm	PosnPnt	576.348	5234659.662	1498947.027	3878
3879	Point ZM	23/02/2017	01:20:42pm	PosnPnt	576.308	5234658.637	1498947.564	3879
3880	Point ZM	23/02/2017	01:20:43pm	PosnPnt	576.298	5234657.577	1498948.036	3880
3881	Point ZM	23/02/2017	01:20:44pm	PosnPnt	576.218	5234656.426	1498948.305	3881
3882	Point ZM	23/02/2017	01:20:45pm	PosnPnt	576.178	5234655.354	1498948.655	3882
3883	Point ZM	23/02/2017	01:20:46pm	PosnPnt	576.188	5234654.35	1498949.102	3883
3884	Point ZM	23/02/2017	01:20:47pm	PosnPnt	576.158	5234653.256	1498949.517	3884
3885	Point ZM	23/02/2017	01:20:48pm	PosnPnt	576.408	5234651.976	1498950.066	3885
3886	Point ZM	23/02/2017	01:20:49pm	PosnPnt	576.568	5234650.606	1498950.551	3886
3887	Point ZM	23/02/2017	01:20:50pm	PosnPnt	576.698	5234649.433	1498950.886	3887
3888	Point ZM	23/02/2017	01:20:51pm	PosnPnt	576.778	5234648.216	1498951.221	3888
3889	Point ZM	23/02/2017	01:20:52pm	PosnPnt	576.868	5234646.823	1498951.633	3889
3890	Point ZM	23/02/2017	01:20:53pm	PosnPnt	576.968	5234645.554	1498952.19	3890
3891	Point ZM	23/02/2017	01:20:54pm	PosnPnt	577.098	5234644.365	1498952.884	3891
3892	Point ZM	23/02/2017	01:20:55pm	PosnPnt	577.178	5234643.149	1498953.317	3892
3893	Point ZM	23/02/2017	01:20:56pm	PosnPnt	577.158	5234641.786	1498953.549	3893
3894	Point ZM	23/02/2017	01:20:57pm	PosnPnt	577.228	5234640.547	1498953.901	3894
3895	Point ZM	23/02/2017	01:20:58pm	PosnPnt	577.298	5234639.42	1498954.26	3895
3896	Point ZM	23/02/2017	01:20:59pm	PosnPnt	577.368	5234638.192	1498954.613	3896
3897	Point ZM	23/02/2017	01:21:00pm	PosnPnt	577.378	5234636.865	1498954.974	3897
3898	Point ZM	23/02/2017	01:21:01pm	PosnPnt	577.328	5234635.648	1498955.343	3898
3899	Point ZM	23/02/2017	01:21:02pm	PosnPnt	577.428	5234634.477	1498955.751	3899
3900	Point ZM	23/02/2017	01:21:03pm	PosnPnt	577.378	5234633.182	1498956.064	3900
3901	Point ZM	23/02/2017	01:21:04pm	PosnPnt	577.448	5234631.998	1498956.358	3901
3902	Point ZM	23/02/2017	01:21:05pm	PosnPnt	577.418	5234630.836	1498956.685	3902
3903	Point ZM	23/02/2017	01:21:06pm	PosnPnt	577.538	5234629.775	1498957.027	3903
3904	Point ZM	23/02/2017	01:21:07pm	PosnPnt	577.568	5234628.614	1498957.402	3904
3905	Point ZM	23/02/2017	01:21:08pm	PosnPnt	577.668	5234627.489	1498957.94	3905
3906	Point ZM	23/02/2017	01:21:09pm	PosnPnt	577.738	5234626.363	1498958.381	3906
3907	Point ZM	23/02/2017	01:21:10pm	PosnPnt	577.759	5234625.27	1498958.829	3907
3908	Point ZM	23/02/2017	01:21:11pm	PosnPnt	577.849	5234624.212	1498959.431	3908
3909	Point ZM	23/02/2017	01:21:12pm	PosnPnt	577.839	5234623.021	1498960.019	3909
3910	Point ZM	23/02/2017	01:21:13pm	PosnPnt	577.839	5234621.786	1498960.591	3910
3911	Point ZM	23/02/2017	01:21:14pm	PosnPnt	577.869	5234620.638	1498961.105	3911
3912	Point ZM	23/02/2017	01:21:15pm	PosnPnt	577.829	5234619.536	1498961.667	3912
3913	Point ZM	23/02/2017	01:21:16pm	PosnPnt	577.829	5234618.469	1498962.376	3913
3914	Point ZM	23/02/2017	01:21:17pm	PosnPnt	577.839	5234617.412	1498963.043	3914
3915	Point ZM	23/02/2017	01:21:18pm	PosnPnt	577.779	5234616.231	1498963.517	3915
3916	Point ZM	23/02/2017	01:21:19pm	PosnPnt	577.709	5234614.937	1498963.911	3916
3917	Point ZM	23/02/2017	01:21:20pm	PosnPnt	577.689	5234613.711	1498964.345	3917
3918	Point ZM	23/02/2017	01:21:21pm	PosnPnt	577.629	5234612.517	1498964.778	3918
3919	Point ZM	23/02/2017	01:21:22pm	PosnPnt	577.609	5234611.492	1498965.314	3919
3920	Point ZM	23/02/2017	01:21:23pm	PosnPnt	577.609	5234610.604	1498966.069	3920
3921	Point ZM	23/02/2017	01:21:24pm	PosnPnt	577.619	5234609.761	1498966.937	3921
3922	Point ZM	23/02/2017	01:21:25pm	PosnPnt	577.629	5234608.976	1498967.918	3922
3923	Point ZM	23/02/2017	01:21:26pm	PosnPnt	577.709	5234608.303	1498968.963	3923
3924	Point ZM	23/02/2017	01:21:27pm	PosnPnt	577.729	5234607.596	1498970.017	3924
3925	Point ZM	23/02/2017	01:21:28pm	PosnPnt	577.759	5234606.911	1498971.021	3925
3926	Point ZM	23/02/2017	01:21:29pm	PosnPnt	577.749	5234606.191	1498971.895	3926
3927	Point ZM	23/02/2017	01:21:30pm	PosnPnt	577.739	5234605.569	1498972.662	3927
3928	Point ZM	23/02/2017	01:21:31pm	PosnPnt	577.789	5234605.291	1498973.391	3928
3929	Point ZM	23/02/2017	01:21:32pm	PosnPnt	577.839	5234604.833	1498973.96	3929
3930	Point ZM	23/02/2017	01:21:33pm	PosnPnt	578.129	5234604.552	1498974.445	3930
3931	Point ZM	23/02/2017	01:21:34pm	PosnPnt	578.079	5234604.747	1498974.907	3931
3932	Point ZM	23/02/2017	01:21:35pm	PosnPnt	578.049	5234604.978	1498975.514	3932
3933	Point ZM	23/02/2017	01:21:36pm	PosnPnt	578.209	5234605.202	1498976.359	3933
3934	Point ZM	23/02/2017	01:21:37pm	PosnPnt	578.339	5234605.649	1498977.322	3934
3935	Point ZM	23/02/2017	01:21:38pm	PosnPnt	578.509	5234606.305	1498978.094	3935
3936	Point ZM	23/02/2017	01:21:39pm	PosnPnt	578.559	5234607.376	1498978.429	3936
3937	Point ZM	23/02/2017	01:21:40pm	PosnPnt	578.659	5234608.289	1498978.554	3937
3938	Point ZM	23/02/2017	01:21:41pm	PosnPnt	578.739	5234608.767	1498978.571	3938
3939	Point ZM	23/02/2017	01:21:42pm	PosnPnt	578.749	5234609.465	1498978.455	3939
3940	Point ZM	23/02/2017	01:21:43pm	PosnPnt	578.779	5234610.338	1498978.132	3940
3941	Point ZM	23/02/2017	01:21:44pm	PosnPnt	578.749	5234611.362	1498977.547	3941
3942	Point ZM	23/02/2017	01:21:45pm	PosnPnt	578.739	5234612.541	1498976.878	3942
3943	Point ZM	23/02/2017	01:21:46pm	PosnPnt	578.699	5234613.642	1498976.234	3943
3944	Point ZM	23/02/2017	01:21:47pm	PosnPnt	578.559	5234614.563	1498975.446	3944
3945	Point ZM	23/02/2017	01:21:48pm	PosnPnt	578.539	5234615.597	1498974.73	3945
3946	Point ZM	23/02/2017	01:21:49pm	PosnPnt	578.529	5234616.778	1498974.24	3946
3947	Point ZM	23/02/2017	01:21:50pm	PosnPnt	578.519	5234617.982	1498973.791	3947
3948	Point ZM	23/02/2017	01:21:51pm	PosnPnt	578.509	5234619.108	1498973.309	3948
3949	Point ZM	23/02/2017	01:21:52pm	PosnPnt	578.549	5234620.165	1498972.699	3949
3950	Point ZM	23/02/2017	01:21:53pm	PosnPnt	578.549	5234621.177	1498971.991	3950
3951	Point ZM	23/02/2017	01:21:54pm	PosnPnt	578.599	5234622.309	1498971.225	3951
3952	Point ZM	23/02/2017	01:21:55pm	PosnPnt	578.669	5234623.554	1498970.539	3952
3953	Point ZM	23/02/2017	01:21:56pm	PosnPnt	578.819	5234624.866	1498969.851	3953
3954	Point ZM	23/02/2017	01:21:57pm	PosnPnt	578.909	5234626.145	1498969.221	3954
3955	Point ZM	23/02/2017	01:21:58pm	PosnPnt	578.979	5234627.347	1498968.592	3955
3956	Point ZM	23/02/2017	01:21:59pm	PosnPnt	578.999	5234628.558	1498967.849	3956
3957	Point ZM	23/02/2017	01:22:00pm	PosnPnt	579.019	5234629.791	1498967.155	3957
3958	Point ZM	23/02/2017	01:22:01pm	PosnPnt	579.029	5234631.025	1498966.46	3958
3959	Point ZM	23/02/2017	01:22:02pm	PosnPnt	578.919	5234632.261	1498965.896	3959
3960	Point ZM	23/02/2017	01:22:03pm	PosnPnt	578.849	5234633.452	1498965.316	3960
3961	Point ZM	23/02/2017	01:22:04pm	PosnPnt	578.778	5234634.531	1498964.689	3961
3962	Point ZM	23/02/2017	01:22:05pm	PosnPnt	578.608	5234635.597	1498963.924	3962
3963	Point ZM	23/02/2017	01:22:06pm	PosnPnt	578.598	5234636.688	1498963.296	3963
3964	Point ZM	23/02/2017	01:22:07pm	PosnPnt	578.568	5234637.656	1498962.679	3964
3965	Point ZM	23/02/2017	01:22:08pm	PosnPnt	578.508	5234638.624	1498962.021	3965
3966	Point ZM	23/02/2017	01:22:09pm	PosnPnt	578.508	5234639.793	1498961.466	3966
3967	Point ZM	23/02/2017	01:22:10pm	PosnPnt	578.358	5234641.093	1498960.738	3967
3968	Point ZM	23/02/2017	01:22:11pm	PosnPnt	578.318	5234642.283	1498960.125	3968
3969	Point ZM	23/02/2017	01:22:12pm	PosnPnt	578.278	5234643.299	1498959.687	3969
3970	Point ZM	23/02/2017	01:22:13pm	PosnPnt	578.238	5234644.314	1498959.224	3970
3971	Point ZM	23/02/2017	01:22:14pm	PosnPnt	578.088	5234645.351	1498958.785	3971
3972	Point ZM	23/02/2017	01:22:15pm	PosnPnt	577.998	5234646.401	1498958.378	3972
3973	Point ZM	23/02/2017	01:22:16pm	PosnPnt	577.868	5234647.414	1498957.825	3973
3974	Point ZM	23/02/2017	01:22:17pm	PosnPnt	577.728	5234648.516	1498957.198	3974
3975	Point ZM	23/02/2017	01:22:18pm	PosnPnt	577.758	5234649.686	1498956.724	3975
3976	Point ZM	23/02/2017	01:22:19pm	PosnPnt	577.728	5234650.882	1498956.47	3976
3977	Point ZM	23/02/2017	01:22:20pm	PosnPnt	577.738	5234652.179	1498956.272	3977
3978	Point ZM	23/02/2017	01:22:21pm	PosnPnt	577.668	5234653.383	1498955.838	3978
3979	Point ZM	23/02/2017	01:22:22pm	PosnPnt	577.568	5234654.574	1498955.283	3979
3980	Point ZM	23/02/2017	01:22:23pm	PosnPnt	577.498	5234655.787	1498954.687	3980
